audienceScore,audienceScore_sentiment,criticsScore,criticsScore_certifiedAttribute,criticsScore_sentiment,lower_title,original_release_year,title
91,positive,93,True,positive,myoctopusteacher,2020,My Octopus Teacher
80,positive,,False,,thecasagrandesmovie,2024,The Casagrandes Movie
94,positive,85,True,positive,thirteenlives,2022,Thirteen Lives
71,positive,74,False,positive,1984,2013,1984
73,positive,41,False,negative,legend,2015,Legend
86,positive,93,True,positive,moonrisekingdom,2015,Moonrise Kingdom
52,negative,53,False,negative,outofthefurnace,2014,Out of the Furnace
56,negative,15,False,negative,revolver,2009,Revolver
91,positive,92,True,positive,thebourneultimatum,2015,The Bourne Ultimatum
80,positive,50,False,negative,theholiday,2012,The Holiday
83,positive,77,True,positive,themachinist,2012,The Machinist
82,positive,80,True,positive,littlechildren,2010,Little Children
61,positive,67,False,positive,lou,2022,Lou
93,positive,76,True,positive,theintouchables,2013,The Intouchables
71,positive,31,False,negative,thelongestride,2016,The Longest Ride
70,positive,49,False,negative,thetwilightsaga:breakingdawnpart2,2015,The Twilight Saga: Breaking Dawn Part 2
61,positive,28,False,negative,thetwilightsaga:newmoon,2014,The Twilight Saga: New Moon
89,positive,98,True,positive,allquietonthewesternfront,2014,All Quiet on the Western Front
39,negative,53,False,negative,birdboxbarcelona,2023,Bird Box Barcelona
65,positive,69,False,positive,friendswithbenefits,2014,Friends With Benefits
84,positive,72,False,positive,jacob'sladder,2016,Jacob's Ladder
69,positive,26,False,negative,rememberme,2015,Remember Me
63,positive,43,False,negative,spacejam,2008,Space Jam
87,positive,,False,,insideman,2023,Inside Man
72,positive,64,False,positive,loveactually,2015,Love Actually
64,positive,32,False,negative,"love,rosie",2016,"Love, Rosie"
62,positive,41,False,negative,denofthieves,2018,Den of Thieves
75,positive,92,True,positive,fences,2017,Fences
77,positive,90,True,positive,frida,2024,Frida
93,positive,94,True,positive,mrs.harrisgoestoparis,2022,Mrs. Harris Goes to Paris
93,positive,36,False,negative,runhidefight,2021,Run Hide Fight
92,positive,85,True,positive,scentofawoman,2015,Scent of a Woman
78,positive,88,True,positive,thedig,2021,The Dig
66,positive,36,False,negative,21,2012,21
69,positive,75,False,positive,sniper:thewhiteraven,2022,Sniper: The White Raven
24,negative,18,False,negative,thehappening,2015,The Happening
92,positive,96,True,positive,thisisspinaltap,2016,This Is Spinal Tap
33,negative,0,False,negative,throughmywindow,2022,Through My Window
16,negative,12,False,negative,batman&robin,2013,Batman & Robin
63,positive,82,True,positive,elconde,2023,El Conde
57,negative,100,False,positive,horrorintheforest,2023,Horror in the Forest
75,positive,88,True,positive,iammother,2019,I Am Mother
96,positive,45,False,negative,mypoliceman,2022,My Policeman
65,positive,51,False,negative,saban'spowerrangers,2017,Saban's Power Rangers
53,negative,68,False,positive,awalkamongthetombstones,2014,A Walk Among the Tombstones
96,positive,98,True,positive,dasboot,2012,Das Boot
57,negative,80,True,positive,europareport,2015,Europa Report
42,negative,38,False,negative,jackreacher:nevergoback,2017,Jack Reacher: Never Go Back
89,positive,84,True,positive,startrekintodarkness,2015,Star Trek Into Darkness
47,negative,76,True,positive,theonesbelow,2016,The Ones Below
73,positive,91,True,positive,thestuntman,2017,The Stunt Man
57,negative,0,False,negative,goodmourning,2022,Good Mourning
97,positive,93,True,positive,rayaandthelastdragon,2021,Raya and the Last Dragon
32,negative,16,False,negative,superheromovie,2017,Superhero Movie
72,positive,43,False,negative,vanillasky,2013,Vanilla Sky
87,positive,92,True,positive,willywonkaandthechocolatefactory,2015,Willy Wonka and the Chocolate Factory
71,positive,65,False,positive,13goingon30,2010,13 Going on 30
73,positive,78,True,positive,badlieutenant,2007,Bad Lieutenant
74,positive,90,True,positive,bolt,2014,Bolt
72,positive,79,True,positive,halloween,2018,Halloween
70,positive,76,True,positive,happyfeet,2008,Happy Feet
55,negative,24,False,negative,hiddenstrike,2023,Hidden Strike
46,negative,47,False,negative,sandcastle,2017,Sand Castle
88,positive,73,False,positive,thecountofmontecristo,2016,The Count of Monte Cristo
64,positive,59,False,negative,themonkeyking,2023,The Monkey King
68,positive,88,True,positive,zola,2021,Zola
38,negative,8,False,negative,afterwefell,2021,After We Fell
95,positive,93,False,positive,dragonballsuper:superhero,2023,Dragon Ball Super: Super Hero
70,positive,44,False,negative,monsterhunter,2020,Monster Hunter
80,positive,100,False,positive,thetruthvs.alexjones,2024,The Truth vs. Alex Jones
62,positive,56,False,negative,bodyoflies,2010,Body of Lies
82,positive,77,True,positive,indianajonesandthetempleofdoom,2014,Indiana Jones and the Temple of Doom
86,positive,82,True,positive,livefreeordiehard,2013,Live Free or Die Hard
69,positive,56,False,negative,payback,2013,Payback
79,positive,87,True,positive,theaviator,2016,The Aviator
77,positive,88,True,positive,escapefromnewyork,2016,Escape From New York
33,negative,57,False,negative,petsematary,2019,Pet Sematary
71,positive,83,True,positive,sevenpsychopaths,2015,Seven Psychopaths
63,positive,88,False,positive,#alive,2020,#Alive
84,positive,76,True,positive,batman,2014,Batman
54,negative,41,False,negative,beautyandthebeast,2017,Beauty and the Beast
74,positive,59,False,negative,detachment,2012,Detachment
76,positive,96,True,positive,misterorgan,2023,Mister Organ
51,negative,75,True,positive,themanwhokilledhitlerandthenthebigfoot,2019,The Man Who Killed Hitler and Then the Bigfoot
62,positive,85,True,positive,themaster,2014,The Master
73,positive,85,True,positive,causeway,2022,Causeway
58,negative,82,True,positive,colossal,2017,Colossal
59,negative,42,False,negative,hancock,2011,Hancock
87,positive,86,True,positive,"kisskiss,bangbang",2016,"Kiss Kiss, Bang Bang"
83,positive,84,False,positive,megalomaniac,2023,Megalomaniac
70,positive,61,False,positive,snowden,2017,Snowden
86,positive,94,True,positive,superman:themovie,2008,Superman: The Movie
95,positive,94,True,positive,thegreatescape,2016,The Great Escape
68,positive,70,False,positive,annabelle:creation,2017,Annabelle: Creation
43,negative,39,False,negative,birth,2016,Birth
74,positive,82,True,positive,"juliet,naked",2018,"Juliet, Naked"
70,positive,67,False,positive,lastlooks,2022,Last Looks
58,negative,67,False,positive,hellraiser,2022,Hellraiser
78,positive,93,True,positive,hugo,2014,Hugo
66,positive,64,False,positive,madagascar:escape2africa,2015,Madagascar: Escape 2 Africa
47,negative,50,False,negative,pain&gain,2015,Pain & Gain
87,positive,96,True,positive,apollo13,2012,Apollo 13
78,positive,84,True,positive,cinderella,2015,Cinderella
72,positive,86,True,positive,cloudywithachanceofmeatballs,2012,Cloudy With a Chance of Meatballs
61,positive,43,False,negative,fiveblinddates,2024,Five Blind Dates
92,positive,97,True,positive,metropolis,2016,Metropolis
53,negative,12,False,negative,thebluelagoon,2010,The Blue Lagoon
77,positive,89,True,positive,thedeadzone,2016,The Dead Zone
36,negative,12,False,negative,afterearth,2013,After Earth
82,positive,90,True,positive,"goodmorning,vietnam",2013,"Good Morning, Vietnam"
38,negative,47,False,negative,hereafter,2012,Hereafter
36,negative,3,False,negative,jackandjill,2012,Jack and Jill
56,negative,15,False,negative,thekissingbooth,2018,The Kissing Booth
70,positive,51,False,negative,thetenderbar,2022,The Tender Bar
89,positive,91,True,positive,whenharrymetsally...,2016,When Harry Met Sally...
84,positive,81,True,positive,aleagueoftheirown,2012,A League of Their Own
90,positive,89,True,positive,bros,2022,Bros
79,positive,94,True,positive,privatelife,2018,Private Life
62,positive,94,True,positive,raginggrace,2023,Raging Grace
24,negative,14,False,negative,yearone,2012,Year One
91,positive,54,False,negative,21bridges,2019,21 Bridges
53,negative,92,True,positive,da5bloods,2020,Da 5 Bloods
85,positive,72,False,positive,smokeyandthebandit,2016,Smokey and the Bandit
42,negative,18,False,negative,assassin'screed,2017,Assassin's Creed
76,positive,15,False,negative,dolittle,2020,Dolittle
82,positive,77,True,positive,iceage,2013,Ice Age
92,positive,95,True,positive,oldhenry,2021,Old Henry
94,positive,71,False,positive,pawpatrol:themightymovie,2023,PAW Patrol: The Mighty Movie
90,positive,97,True,positive,senseandsensibility,2012,Sense and Sensibility
80,positive,80,True,positive,thethinredline,2013,The Thin Red Line
26,negative,62,False,positive,there'ssomethingwrongwiththechildren,2023,There's Something Wrong with the Children
71,positive,80,True,positive,clock,2023,Clock
95,positive,97,True,positive,doubleindemnity,2014,Double Indemnity
57,negative,10,False,negative,dr.seuss'thecatinthehat,2014,Dr. Seuss' The Cat in the Hat
22,negative,28,False,negative,he'sallthat,2021,He's All That
31,negative,20,False,negative,legion,2010,Legion
61,positive,32,False,negative,maybeido,2023,Maybe I Do
53,negative,49,False,negative,percyjackson&theolympians:thelightningthief,2013,Percy Jackson & the Olympians: The Lightning Thief
89,positive,77,True,positive,primalfear,2011,Primal Fear
83,positive,93,True,positive,thefly,2014,The Fly
88,positive,93,True,positive,bestinshow,2008,Best in Show
65,positive,97,True,positive,chickenrun,2015,Chicken Run
75,positive,91,False,positive,gonjiam:hauntedasylum,2018,Gonjiam: Haunted Asylum
76,positive,70,False,positive,hostiles,2018,Hostiles
80,positive,100,False,positive,narvik,2023,Narvik
48,negative,,False,,peacock,2016,Peacock
38,negative,77,False,positive,riverwild,2023,River Wild
51,negative,45,False,negative,300:riseofanempire,2015,300: Rise of an Empire
92,positive,90,True,positive,dialmformurder,2008,Dial M for Murder
64,positive,39,False,negative,hotrod,2013,Hot Rod
76,positive,70,False,positive,truelies,2016,True Lies
92,positive,95,True,positive,aladdin,2016,Aladdin
49,negative,55,False,negative,edgeofdarkness,2012,Edge of Darkness
57,negative,78,False,positive,restinpeace,2024,Rest in Peace
78,positive,50,False,negative,supercell,2023,Supercell
51,negative,53,False,negative,themechanic,2012,The Mechanic
92,positive,54,False,negative,thestolenvalley,2024,The Stolen Valley
81,positive,68,False,positive,closer,2011,Closer
88,positive,74,True,positive,crash,2014,Crash
76,positive,46,False,negative,nationaltreasure,2016,National Treasure
80,positive,77,True,positive,teamamerica:worldpolice,2013,Team America: World Police
83,positive,73,True,positive,theillusionist,2016,The Illusionist
95,positive,94,True,positive,thenightofthe12th,2023,The Night of the 12th
92,positive,0,False,negative,aftereverhappy,2022,After Ever Happy
30,negative,12,False,negative,aliensvs.predator:requiem,2012,Aliens vs. Predator: Requiem
47,negative,30,False,negative,criminal,2016,Criminal
78,positive,84,True,positive,harrypotterandthehalf-bloodprince,2011,Harry Potter and the Half-Blood Prince
72,positive,44,False,negative,hoteltransylvania,2014,Hotel Transylvania
82,positive,99,True,positive,thetale,2018,The Tale
74,positive,34,False,negative,adog'spurpose,2017,A Dog's Purpose
94,positive,100,True,positive,fannyandalexander,2017,Fanny and Alexander
84,positive,53,False,negative,malena,2016,Malena
88,positive,94,True,positive,"theadventuresofpriscilla,queenofthedesert",2011,"The Adventures of Priscilla, Queen of the Desert"
84,positive,84,True,positive,birdy,2012,Birdy
82,positive,90,False,positive,darkpassage,2016,Dark Passage
75,positive,84,True,positive,disobedience,2018,Disobedience
71,positive,35,False,negative,theindependent,2022,The Independent
78,positive,92,True,positive,thelimey,2016,The Limey
86,positive,86,True,positive,asgoodasitgets,2012,As Good as It Gets
92,positive,95,True,positive,beingthere,2015,Being There
69,positive,94,True,positive,firstreformed,2018,First Reformed
77,positive,71,False,positive,orphan:firstkill,2022,Orphan: First Kill
73,positive,71,False,positive,sing,2017,Sing
89,positive,63,False,positive,thecallofthewild,2020,The Call of the Wild
,,,False,,theoutsidecircle:amovieofthemodernwest,2024,The Outside Circle: A Movie of the Modern West
62,positive,81,False,positive,theportabledoor,2023,The Portable Door
40,negative,56,False,negative,theseeding,2024,The Seeding
94,positive,91,True,positive,hotelrwanda,2016,Hotel Rwanda
49,negative,52,False,negative,knightandday,2013,Knight and Day
79,positive,40,False,negative,rockyiv,2015,Rocky IV
77,positive,97,True,positive,shivababy,2021,Shiva Baby
78,positive,95,True,positive,theimposter,2017,The Imposter
73,positive,93,True,positive,hush,2017,Hush
78,positive,76,True,positive,sincity,2016,Sin City
38,negative,68,False,positive,springbreakers,2016,Spring Breakers
12,negative,3,False,negative,battlefieldearth,2017,Battlefield Earth
57,negative,28,False,negative,beforewego,2016,Before We Go
79,positive,,False,,modelhouse,2024,Model House
89,positive,89,True,positive,mysticriver,2009,Mystic River
47,negative,58,False,negative,papertowns,2015,Paper Towns
73,positive,54,False,negative,thetransporter,2015,The Transporter
82,positive,86,True,positive,thelma&louise,2016,Thelma & Louise
88,positive,92,True,positive,whenmarniewasthere,2019,When Marnie Was There
57,negative,47,False,negative,aceventura:petdetective,2017,Ace Ventura: Pet Detective
59,negative,73,False,positive,moscowonthehudson,2010,Moscow on the Hudson
100,positive,80,False,positive,spermworld,2024,Spermworld
94,positive,84,True,positive,indianajonesandthelastcrusade,2014,Indiana Jones and the Last Crusade
57,negative,90,False,positive,littlefish,2017,Little Fish
75,positive,70,False,positive,ocean'sthirteen,2009,Ocean's Thirteen
71,positive,52,False,negative,papillon,2018,Papillon
24,negative,43,False,negative,thebox,2011,The Box
65,positive,67,False,positive,turbo,2015,Turbo
30,negative,17,False,negative,ussindianapolis:menofcourage,2017,USS Indianapolis: Men of Courage
80,positive,66,False,positive,homealone,2013,Home Alone
37,negative,39,False,negative,oldboy,2014,Oldboy
60,positive,66,False,positive,crisis,2021,Crisis
60,positive,52,False,negative,johncarter,2014,John Carter
93,positive,92,True,positive,thehunt,2014,The Hunt
69,positive,74,False,positive,v/h/s/85,2023,V/H/S/85
72,positive,88,False,positive,wehavealwayslivedinthecastle,2019,We Have Always Lived in the Castle
36,negative,47,False,negative,dashcam,2022,DASHCAM
84,positive,91,True,positive,lolita,2008,Lolita
93,positive,92,True,positive,ragingbull,2016,Raging Bull
84,positive,72,False,positive,theangrybirdsmovie2,2019,The Angry Birds Movie 2
14,negative,5,False,negative,thelastthinghewanted,2020,The Last Thing He Wanted
70,positive,87,True,positive,theparenttrap,2013,The Parent Trap
72,positive,69,False,positive,treasureplanet,2014,Treasure Planet
73,positive,70,False,positive,you'vegotmail,2008,You've Got Mail
42,negative,35,False,negative,eatpraylove,2012,Eat Pray Love
80,positive,83,True,positive,freaky,2020,Freaky
,,,False,,inbed,2024,In Bed
84,positive,81,True,positive,theskinilivein,2014,The Skin I Live In
62,positive,,False,,aftermath,2021,Aftermath
68,positive,43,False,negative,amelia'schildren,2024,Amelia's Children
74,positive,45,False,negative,empireoflight,2023,Empire of Light
67,positive,48,False,negative,luck,2022,Luck
33,negative,47,False,negative,spinmeround,2022,Spin Me Round
44,negative,54,False,negative,themexican,2011,The Mexican
100,positive,,False,,alexedelman:justforus,2024,Alex Edelman: Just For Us
76,positive,56,False,negative,dayshift,2022,Day Shift
21,negative,1,False,negative,disastermovie,2016,Disaster Movie
87,positive,52,False,negative,luckynumberslevin,2016,Lucky Number Slevin
89,positive,74,True,positive,moulinrouge,2015,Moulin Rouge
96,positive,77,True,positive,richardjewell,2019,Richard Jewell
74,positive,80,True,positive,thebankjob,2016,The Bank Job
87,positive,87,True,positive,theraid:redemption,2012,The Raid: Redemption
79,positive,69,False,positive,god'scrookedlines,2022,God's Crooked Lines
67,positive,42,False,negative,nightatthemuseum,2015,Night at the Museum
97,positive,92,True,positive,thestarlinggirl,2023,The Starling Girl
76,positive,94,True,positive,thecainemutinycourt-martial,2023,The Caine Mutiny Court-Martial
53,negative,80,False,positive,there'ssomethinginthebarn,2023,There's Something in the Barn
50,negative,88,False,positive,veronica,2018,Veronica
95,positive,96,True,positive,ran,2011,Ran
92,positive,100,False,positive,threads,2018,Threads
79,positive,90,True,positive,v/h/s/94,2021,V/H/S/94
63,positive,54,False,negative,dr.seuss'thelorax,2015,Dr. Seuss' the Lorax
71,positive,55,False,negative,footloose,2013,Footloose
78,positive,86,True,positive,gremlins,2014,Gremlins
39,negative,18,False,negative,iceage:collisioncourse,2016,Ice Age: Collision Course
73,positive,48,False,negative,magicmike'slastdance,2023,Magic Mike's Last Dance
95,positive,39,False,negative,maleficent:mistressofevil,2019,Maleficent: Mistress of Evil
66,positive,23,False,negative,meninblack:international,2019,Men in Black: International
89,positive,93,True,positive,thedevil'sbackbone,2012,The Devil's Backbone
88,positive,89,True,positive,werewolfbynight,2022,Werewolf by Night
83,positive,71,False,positive,bosco,2024,Bosco
70,positive,69,False,positive,diehard2,2014,Die Hard 2
30,negative,29,False,negative,independenceday:resurgence,2016,Independence Day: Resurgence
74,positive,67,False,positive,meettherobinsons,2014,Meet the Robinsons
51,negative,45,False,negative,redsparrow,2018,Red Sparrow
91,positive,89,True,positive,straightouttacompton,2016,Straight Outta Compton
63,positive,46,False,negative,theperfectstorm,2009,The Perfect Storm
67,positive,76,True,positive,trolls,2017,Trolls
72,positive,100,False,positive,creep2,2017,Creep 2
87,positive,87,True,positive,danceswithwolves,2016,Dances With Wolves
93,positive,100,False,positive,godzillavs.destoroyah,2010,Godzilla vs. Destoroyah
86,positive,75,False,positive,marmalade,2024,Marmalade
70,positive,67,False,positive,meninblack3,2014,Men in Black 3
40,negative,21,False,negative,mercuryrising,2014,Mercury Rising
37,negative,37,False,negative,"newyork,iloveyou",2017,"New York, I Love You"
90,positive,97,True,positive,"""sr.""",2022,"""Sr."""
87,positive,17,False,negative,2hearts,2021,2 Hearts
66,positive,37,False,negative,brotherbear,2014,Brother Bear
64,positive,63,False,positive,evildead,2013,Evil Dead
80,positive,59,False,negative,irréversible,2007,Irréversible
46,negative,18,False,negative,self/less,2016,Self/less
73,positive,85,True,positive,stevejobs,2016,Steve Jobs
88,positive,86,True,positive,theboywhoharnessedthewind,2019,The Boy Who Harnessed the Wind
61,positive,67,False,positive,thegirlnextdoor,2011,The Girl Next Door
84,positive,86,True,positive,thenakedgun,2013,The Naked Gun
35,negative,28,False,negative,annabelle,2016,Annabelle
47,negative,67,False,positive,darkharvest,2023,Dark Harvest
82,positive,83,True,positive,mr.malcolm'slist,2022,Mr. Malcolm's List
28,negative,11,False,negative,patientzero,2019,Patient Zero
84,positive,97,True,positive,ahero,2022,A Hero
81,positive,86,True,positive,amonstercalls,2017,A Monster Calls
89,positive,88,True,positive,donniebrasco,2012,Donnie Brasco
32,negative,0,False,negative,londonfields,2019,London Fields
14,negative,7,False,negative,music,2021,Music
70,positive,68,False,positive,conviction,2015,Conviction
79,positive,44,False,negative,she'stheman,2016,She's the Man
80,positive,72,False,positive,theitalianjob,2013,The Italian Job
,,100,False,positive,thejudge,2018,The Judge
72,positive,92,True,positive,themeyerowitzstories(newandselected),2017,The Meyerowitz Stories (New and Selected)
57,negative,41,False,negative,27dresses,2015,27 Dresses
43,negative,14,False,negative,anightmareonelmstreet,2012,A Nightmare on Elm Street
76,positive,71,False,positive,dodgeball:atrueunderdogstory,2015,Dodgeball: A True Underdog Story
69,positive,83,True,positive,flashgordon,2012,Flash Gordon
96,positive,98,True,positive,itain'tover,2023,It Ain't Over
59,negative,96,True,positive,love&friendship,2016,Love & Friendship
89,positive,98,True,positive,thegreatestnightinpop,2024,The Greatest Night in Pop
87,positive,67,False,positive,theinvisibleguest,2017,The Invisible Guest
60,positive,25,False,negative,thetwilightsaga:breakingdawnpart1,2014,The Twilight Saga: Breaking Dawn Part 1
91,positive,78,False,positive,bettyblue,2016,Betty Blue
59,negative,22,False,negative,mr.deeds,2012,Mr. Deeds
49,negative,40,False,negative,thelizziemcguiremovie,2016,The Lizzie McGuire Movie
63,positive,29,False,negative,thepunisher,2015,The Punisher
51,negative,80,False,positive,agooddaytobeblack&sexy,2016,A Good Day to Be Black & Sexy
60,positive,41,False,negative,deathrace,2012,Death Race
76,positive,93,True,positive,dogtooth,2016,Dogtooth
45,negative,25,False,negative,greenlantern,2013,Green Lantern
85,positive,86,True,positive,mulan,2014,Mulan
65,positive,70,False,positive,thegiantmechanicalman,2013,The Giant Mechanical Man
58,negative,74,True,positive,thevoices,2015,The Voices
90,positive,91,True,positive,akira,2013,Akira
48,negative,76,True,positive,armageddontime,2022,Armageddon Time
86,positive,71,False,positive,clue,2013,Clue
90,positive,72,False,positive,dirtydancing,2015,Dirty Dancing
62,positive,39,False,negative,hannibal,2016,Hannibal
77,positive,70,False,positive,sherlockholmes,2013,Sherlock Holmes
43,negative,17,False,negative,theseaoftrees,2017,The Sea of Trees
37,negative,19,False,negative,transcendence,2015,Transcendence
50,negative,90,False,positive,troll,2022,Troll
69,positive,71,True,positive,wanted,2012,Wanted
58,negative,81,False,positive,bloodredsky,2021,Blood Red Sky
76,positive,82,True,positive,hercules,2014,Hercules
63,positive,9,False,negative,joedirt,2012,Joe Dirt
78,positive,80,False,positive,rollingthunder,2008,Rolling Thunder
76,positive,79,True,positive,synchronic,2020,Synchronic
61,positive,84,True,positive,there'ssomethingaboutmary,2013,There's Something About Mary
85,positive,90,True,positive,adaptation,2012,Adaptation
83,positive,72,False,positive,christopherrobin,2018,Christopher Robin
84,positive,81,True,positive,layercake,2012,Layer Cake
68,positive,86,True,positive,pussinboots,2015,Puss in Boots
86,positive,98,True,positive,ryelane,2023,Rye Lane
72,positive,78,True,positive,themapoftinyperfectthings,2021,The Map of Tiny Perfect Things
95,positive,93,True,positive,thesting,2015,The Sting
96,positive,95,True,positive,citylights,2015,City Lights
84,positive,97,True,positive,ilostmybody,2019,I Lost My Body
93,positive,89,True,positive,platoon,2015,Platoon
46,negative,90,True,positive,somethinginthedirt,2022,Something In The Dirt
57,negative,37,False,negative,angels&demons,2009,Angels & Demons
,,,False,,fortunesofwar,2024,Fortunes of War
29,negative,,False,,frost,2022,Frost
81,positive,82,True,positive,monster,2015,Monster
83,positive,91,True,positive,nebraska,2015,Nebraska
34,negative,,False,,security,2017,Security
52,negative,93,False,positive,thebaby,2017,The Baby
92,positive,71,True,positive,thebluesbrothers,2012,The Blues Brothers
77,positive,69,False,positive,thethomascrownaffair,2016,The Thomas Crown Affair
74,positive,39,False,negative,bigdaddy,2012,Big Daddy
90,positive,91,True,positive,highfidelity,2016,High Fidelity
42,negative,35,False,negative,knowing,2016,Knowing
64,positive,79,True,positive,marypoppinsreturns,2019,Mary Poppins Returns
89,positive,96,True,positive,thecabinetofdr.caligari,2016,The Cabinet of Dr. Caligari
95,positive,100,True,positive,thekid,2016,The Kid
72,positive,87,True,positive,unstoppable,2014,Unstoppable
53,negative,51,False,negative,arkansas,2020,Arkansas
55,negative,97,True,positive,hellbender,2022,Hellbender
86,positive,68,False,positive,theeyesoftammyfaye,2021,The Eyes of Tammy Faye
91,positive,99,True,positive,theshoparoundthecorner,2012,The Shop Around the Corner
83,positive,80,True,positive,ariverrunsthroughit,2011,A River Runs Through It
67,positive,73,False,positive,rogueagent,2022,Rogue Agent
34,negative,12,False,negative,seventhson,2016,Seventh Son
91,positive,83,True,positive,thesoundofmusic,2015,The Sound of Music
84,positive,94,True,positive,findingdory,2016,Finding Dory
91,positive,98,True,positive,insidejob,2012,Inside Job
53,negative,75,True,positive,oculus,2014,Oculus
27,negative,28,False,negative,pinocchio,2022,Pinocchio
48,negative,78,True,positive,thebeguiled,2018,The Beguiled
89,positive,81,True,positive,theroyaltenenbaums,2015,The Royal Tenenbaums
47,negative,37,False,negative,chickenlittle,2014,Chicken Little
,,,False,,deawspecial:supersoftpower,2024,Deaw Special: Super Soft Power
90,positive,91,True,positive,littlefish,2021,Little Fish
86,positive,98,True,positive,"crouchingtiger,hiddendragon",2012,"Crouching Tiger, Hidden Dragon"
37,negative,22,False,negative,showgirls,2016,Showgirls
58,negative,56,False,negative,thebournelegacy,2015,The Bourne Legacy
85,positive,96,True,positive,whoframedrogerrabbit,2014,Who Framed Roger Rabbit
85,positive,93,True,positive,127hours,2015,127 Hours
52,negative,92,True,positive,antz,2015,Antz
64,positive,48,False,negative,freestateofjones,2016,Free State of Jones
44,negative,83,True,positive,nightraiders,2021,Night Raiders
74,positive,59,False,negative,perfume:thestoryofamurderer,2016,Perfume: The Story of a Murderer
74,positive,35,False,negative,snakeeyes:g.i.joeorigins,2021,Snake Eyes: G.I. Joe Origins
67,positive,70,False,positive,summerof84,2018,Summer of 84
78,positive,49,False,negative,theforeverpurge,2021,The Forever Purge
81,positive,62,False,positive,thepatriot,2012,The Patriot
69,positive,96,True,positive,thepigeontunnel,2023,The Pigeon Tunnel
66,positive,33,False,negative,flyboys,2016,Flyboys
81,positive,78,True,positive,harrypotterandtheorderofthephoenix,2009,Harry Potter and the Order of the Phoenix
74,positive,80,True,positive,nowhereboy,2014,Nowhere Boy
92,positive,97,True,positive,slingblade,2015,Sling Blade
44,negative,13,False,negative,thehustle,2019,The Hustle
51,negative,31,False,negative,theloneranger,2015,The Lone Ranger
92,positive,94,True,positive,youngfrankenstein,2017,Young Frankenstein
98,positive,94,False,positive,davidholmes:theboywholived,2023,David Holmes: The Boy Who Lived
77,positive,91,True,positive,deadstream,2022,Deadstream
58,negative,25,False,negative,draculauntold,2016,Dracula Untold
27,negative,59,False,negative,johnandthehole,2021,John and the Hole
15,negative,,False,,risen,2021,Risen
35,negative,28,False,negative,thecurseoflallorona,2019,The Curse of La Llorona
87,positive,90,True,positive,afterhours,2008,After Hours
77,positive,70,False,positive,disturbia,2007,Disturbia
68,positive,73,False,positive,everest,2016,Everest
86,positive,96,True,positive,fourdaughters,2023,Four Daughters
80,positive,89,True,positive,moonstruck,2016,Moonstruck
,,,False,,southofhopestreet,2024,South of Hope Street
65,positive,29,False,negative,thechroniclesofriddick,2013,The Chronicles of Riddick
98,positive,99,True,positive,wolfwalkers,2020,Wolfwalkers
72,positive,82,True,positive,ahiddenlife,2020,A Hidden Life
72,positive,78,True,positive,madagascar3:europe'smostwanted,2015,Madagascar 3: Europe's Most Wanted
54,negative,64,False,positive,robots,2013,Robots
66,positive,64,False,positive,thefinesthours,2016,The Finest Hours
76,positive,75,True,positive,thefrenchdispatch,2021,The French Dispatch
93,positive,100,True,positive,thetreasureofthesierramadre,2015,The Treasure of the Sierra Madre
66,positive,92,True,positive,thevastofnight,2020,The Vast of Night
57,negative,17,False,negative,baywatch,2017,Baywatch
68,positive,36,False,negative,finaldestination,2010,Final Destination
77,positive,46,False,negative,kids,2020,Kids
66,positive,100,False,positive,luststories,2018,Lust Stories
91,positive,97,True,positive,once,2015,Once
,,,False,,stargazer,2024,Stargazer
65,positive,60,False,positive,thehitchhiker'sguidetothegalaxy,2013,The Hitchhiker's Guide to the Galaxy
48,negative,83,True,positive,theholeintheground,2019,The Hole in the Ground
54,negative,66,False,positive,thewomaninblack,2013,The Woman in Black
78,positive,23,False,negative,badboysii,2012,Bad Boys II
79,positive,40,False,negative,billymadison,2016,Billy Madison
65,positive,60,False,positive,draftday,2014,Draft Day
56,negative,60,False,positive,exam,2017,Exam
86,positive,88,True,positive,fieldofdreams,2012,Field of Dreams
77,positive,52,False,negative,mygirl,2012,My Girl
65,positive,79,True,positive,popstar:neverstopneverstopping,2016,Popstar: Never Stop Never Stopping
76,positive,55,False,negative,traintobusanpresents:peninsula,2020,Train to Busan Presents: Peninsula
75,positive,100,False,positive,againstthelaw,2019,Against the Law
46,negative,45,False,negative,murdermystery2,2023,Murder Mystery 2
73,positive,61,False,positive,theterminal,2014,The Terminal
81,positive,43,False,negative,theupside,2019,The Upside
71,positive,,False,,thewoodsarereal,2024,The Woods Are Real
80,positive,83,True,positive,xxy,2017,XXY
59,negative,41,False,negative,he'sjustnotthatintoyou,2011,He's Just Not That Into You
68,positive,81,True,positive,iamlove,2016,I Am Love
33,negative,50,False,negative,thepiper,2024,The Piper
30,negative,26,False,negative,thestepfordwives,2011,The Stepford Wives
60,positive,80,True,positive,you'renext,2015,You're Next
74,positive,82,True,positive,copshop,2021,Copshop
56,negative,10,False,negative,freddygotfingered,2013,Freddy Got Fingered
89,positive,93,True,positive,pride,2016,Pride
58,negative,64,False,positive,quantumofsolace,2017,Quantum of Solace
56,negative,58,False,negative,riddick,2015,Riddick
60,positive,69,False,positive,somebodyiusedtoknow,2023,Somebody I Used To Know
71,positive,66,False,positive,theheat,2015,The Heat
