audienceScore,audienceScore_sentiment,criticsScore,criticsScore_certifiedAttribute,criticsScore_sentiment,lower_title,original_release_year,title
66,positive,86,False,positive,belzebuth,2020,Belzebuth
27,negative,,False,,bladeofthe47ronin,2022,Blade of the 47 Ronin
55,negative,50,False,negative,brotherbear2,2014,Brother Bear 2
54,negative,38,False,negative,cardboardboxer,2017,Cardboard Boxer
53,negative,69,False,positive,cat'seye,2013,Cat's Eye
20,negative,,False,,deus,2022,Deus
53,negative,63,False,positive,fireandice,2016,Fire and Ice
61,positive,35,False,negative,frequentlyaskedquestionsabouttimetravel,2016,Frequently Asked Questions About Time Travel
53,negative,64,False,positive,frontier(s),2010,Frontier(s)
47,negative,57,False,negative,guardingtess,2012,Guarding Tess
38,negative,52,False,negative,i'mstillhere,2015,I'm Still Here
87,positive,100,False,positive,justiceleague:doom,2016,Justice League: Doom
82,positive,100,False,positive,kajaki,2016,Kajaki
68,positive,52,False,negative,kissofthedragon,2013,Kiss of the Dragon
50,negative,58,False,negative,lastdays,2014,Last Days
30,negative,38,False,negative,londonboulevard,2013,London Boulevard
60,positive,45,False,negative,macarthur,2016,MacArthur
64,positive,87,False,positive,magic,2017,Magic
83,positive,80,False,positive,mune:guardianofthemoon,2018,Mune: Guardian of the Moon
81,positive,57,False,negative,mysuicide,2011,My Suicide
81,positive,81,False,positive,operationpetticoat,2018,Operation Petticoat
10,negative,,False,,petsunited,2020,Pets United
78,positive,98,True,positive,phoenix,2017,Phoenix
69,positive,100,False,positive,reddog:trueblue,2018,Red Dog: True Blue
88,positive,96,True,positive,restrepo,2016,Restrepo
22,negative,,False,,s.w.a.t.:undersiege,2017,S.W.A.T.: Under Siege
36,negative,21,False,negative,sabotage,2015,Sabotage
80,positive,17,False,negative,sanamterikasam,2017,Sanam Teri Kasam
75,positive,82,True,positive,silverdollarroad,2023,Silver Dollar Road
66,positive,100,False,positive,slumberpartymassacre,2021,Slumber Party Massacre
60,positive,64,False,positive,society,2017,Society
62,positive,,False,,steelmagnolias,2013,Steel Magnolias
69,positive,93,False,positive,straightup,2020,Straight Up
64,positive,35,False,negative,supertroopers2,2018,Super Troopers 2
100,positive,88,False,positive,"sweetie,youwon'tbelieveit",2022,"Sweetie, You Won't Believe It"
98,positive,62,False,positive,thebromleyboys,2019,The Bromley Boys
67,positive,85,False,positive,thechocolatewar,2018,The Chocolate War
45,negative,62,False,positive,thecleaninglady,2019,The Cleaning Lady
57,negative,74,False,positive,thecottonclub,2016,The Cotton Club
69,positive,83,False,positive,thefalconandthesnowman,2008,The Falcon and the Snowman
89,positive,100,False,positive,thegreatsilence,2018,The Great Silence
57,negative,60,False,positive,thelastfiveyears,2016,The Last Five Years
37,negative,27,False,negative,thelastsharknado:it'sabouttime,2018,The Last Sharknado: It's About Time
82,positive,98,True,positive,thelostleonardo,2021,The Lost Leonardo
79,positive,75,True,positive,themighty,2016,The Mighty
78,positive,56,False,negative,themonstersquad,2014,The Monster Squad
36,negative,51,False,negative,therumdiary,2013,The Rum Diary
90,positive,94,True,positive,thesaltoftheearth,2016,The Salt of the Earth
54,negative,73,False,positive,thewait,2016,The Wait
59,negative,27,False,negative,thewizard,2015,The Wizard
80,positive,91,True,positive,thewolfman,2015,The Wolf Man
82,positive,100,False,positive,thewomanunderthestage,2023,The Woman Under the Stage
45,negative,47,False,negative,thencameyou,2020,Then Came You
94,positive,98,True,positive,whenwewerekings,2019,When We Were Kings
49,negative,38,False,negative,whenastrangercalls,2019,When a Stranger Calls
16,negative,13,False,negative,whiteelephant,2022,White Elephant
79,positive,27,False,negative,wickerpark,2008,Wicker Park
94,positive,94,True,positive,wildstrawberries,2017,Wild Strawberries
76,positive,92,False,positive,11:14,2008,11:14
,,,False,,90feetfromhome,2020,90 Feet From Home
23,negative,17,False,negative,air,2017,Air
54,negative,56,False,negative,aligindahouse,2014,Ali G Indahouse
62,positive,67,False,positive,babyboom,2008,Baby Boom
74,positive,53,False,negative,bamboozled,2020,Bamboozled
65,positive,34,False,negative,beingfrank,2019,Being Frank
50,negative,83,False,positive,blackfury,2012,Black Fury
68,positive,73,False,positive,boysontheside,2013,Boys on the Side
42,negative,67,False,positive,broadcastsignalintrusion,2021,Broadcast Signal Intrusion
63,positive,40,False,negative,can'thardlywait,2012,Can't Hardly Wait
83,positive,100,False,positive,captive,2021,Captive
92,positive,97,False,positive,catonahottinroof,2014,Cat on a Hot Tin Roof
69,positive,77,True,positive,comedian,2017,Comedian
72,positive,,False,,cosmos,2019,Cosmos
91,positive,92,True,positive,crimesandmisdemeanors,2016,Crimes and Misdemeanors
59,negative,20,False,negative,d2:themightyducks,2016,D2: The Mighty Ducks
70,positive,86,True,positive,davemadeamaze,2017,Dave Made a Maze
86,positive,95,True,positive,depalma,2016,De Palma
11,negative,,False,,endoftheworld,2018,End of the World
86,positive,95,False,positive,found,2021,Found
80,positive,100,False,positive,gambit,2014,Gambit
83,positive,91,False,positive,guysanddolls,2012,Guys and Dolls
55,negative,48,False,negative,harshtimes,2016,Harsh Times
82,positive,100,False,positive,heidi,2017,Heidi
35,negative,38,False,negative,hellraiseriii:hellonearth,2016,Hellraiser III: Hell on Earth
,,,False,,i'mme,2016,I'm Me
73,positive,77,True,positive,ipman3,2016,Ip Man 3
91,positive,80,False,positive,johnbronco,2020,John Bronco
26,negative,,False,,justsayyes,2021,Just Say Yes
73,positive,,False,,justiceleague:crisisontwoearths,2016,Justice League: Crisis on Two Earths
85,positive,98,True,positive,kedi,2017,Kedi
42,negative,,False,,kristy,2016,Kristy
,,,False,,lastmomentofclarity,2020,Last Moment of Clarity
79,positive,71,False,positive,lemans,2020,Le Mans
,,,False,,lucy,2020,Lucy
62,positive,,False,,mac&devingotohighschool,2015,Mac & Devin Go to High School
59,negative,92,False,positive,madeleinecollins,2023,Madeleine Collins
58,negative,63,False,positive,memyselfi,2013,Me Myself I
86,positive,90,False,positive,mortalkombatlegends:scorpion'srevenge,2020,Mortal Kombat Legends: Scorpion's Revenge
98,positive,90,True,positive,myheroacademia:heroesrising,2020,My Hero Academia: Heroes Rising
93,positive,92,False,positive,october,2018,October
,,,False,,perfectgirl,2020,Perfect Girl
54,negative,100,False,positive,ramblingrose,2016,Rambling Rose
85,positive,92,True,positive,redarmy,2016,Red Army
63,positive,70,False,positive,rent-a-pal,2020,Rent-a-Pal
85,positive,90,False,positive,riki-oh,2020,Riki-Oh
98,positive,79,True,positive,scarlet,2023,Scarlet
61,positive,,False,,shattered,2014,Shattered
86,positive,72,False,positive,shirleyvalentine,2018,Shirley Valentine
45,negative,35,False,negative,spiceworld,2013,Spice World
,,,False,,suits,2017,Suits
41,negative,60,False,positive,swampthing,2014,Swamp Thing
54,negative,23,False,negative,thebaytownoutlaws,2016,The Baytown Outlaws
81,positive,88,True,positive,thechinasyndrome,2011,The China Syndrome
35,negative,0,False,negative,thecrow:wickedprayer,2016,The Crow: Wicked Prayer
70,positive,97,False,positive,thefabulousbakerboys,2016,The Fabulous Baker Boys
33,negative,17,False,negative,thegreatwar,2019,The Great War
85,positive,35,False,negative,theplayersclub,2012,The Players Club
21,negative,13,False,negative,thepyramid,2016,The Pyramid
72,positive,87,True,positive,thequietamerican,2016,The Quiet American
46,negative,22,False,negative,theraven,2012,The Raven
50,negative,59,False,negative,therugratsmovie,2013,The Rugrats Movie
69,positive,35,False,negative,thesecretscripture,2017,The Secret Scripture
87,positive,84,False,positive,thetenant,2017,The Tenant
70,positive,46,False,negative,thewayofthegun,2010,The Way of the Gun
42,negative,21,False,negative,thomasandthemagicrailroad,2012,Thomas and the Magic Railroad
60,positive,92,False,positive,tropic,2023,Tropic
83,positive,87,True,positive,whattheyhad,2019,What They Had
66,positive,31,False,negative,younggunsii,2017,Young Guns II
89,positive,93,False,positive,abettertomorrow,2016,A Better Tomorrow
,,,False,,aplaceinthefield,2023,A Place in the Field
76,positive,100,False,positive,aliwong:babycobra,2016,Ali Wong: Baby Cobra
81,positive,92,True,positive,alphaville,2011,Alphaville
42,negative,34,False,negative,america:themotionpicture,2021,America: The Motion Picture
56,negative,57,False,negative,"anotherman,anotherchance",2020,"Another Man, Another Chance"
77,positive,92,True,positive,arthurchristmas,2012,Arthur Christmas
48,negative,36,False,negative,attraction,2018,Attraction
50,negative,80,True,positive,barry,2017,Barry
79,positive,100,False,positive,beforeichangemymind,2024,Before I Change My Mind
74,positive,88,True,positive,borntobeblue,2016,Born to Be Blue
44,negative,49,False,negative,cake,2015,Cake
92,positive,94,False,positive,chakdeindia,2017,Chak De India
54,negative,49,False,negative,churchill,2017,Churchill
89,positive,92,True,positive,cleofrom5to7,2020,Cleo From 5 to 7
73,positive,64,False,positive,comeseetheparadise,2011,Come See the Paradise
27,negative,,False,,daphne&velma,2018,Daphne & Velma
79,positive,67,False,positive,detectiveknight:rogue,2022,Detective Knight: Rogue
25,negative,30,False,negative,dominion:prequeltotheexorcist,2009,Dominion: Prequel to the Exorcist
61,positive,86,False,positive,excision,2017,Excision
40,negative,31,False,negative,flightofthephoenix,2015,Flight of the Phoenix
33,negative,80,False,positive,followers,2023,Followers
71,positive,28,False,negative,fullmetalalchemist,2018,Fullmetal Alchemist
86,positive,31,False,negative,gasolinealley,2022,Gasoline Alley
62,positive,10,False,negative,ginnywedssunny,2020,Ginny Weds Sunny
71,positive,83,False,positive,godzillavs.mechagodzillaii,2012,Godzilla vs. Mechagodzilla II
,,82,True,positive,greenergrass,2019,Greener Grass
57,negative,86,False,positive,hala,2020,Hala
81,positive,94,False,positive,hardtimes,2014,Hard Times
90,positive,98,True,positive,i'mnolongerhere,2020,I'm No Longer Here
18,negative,60,False,positive,infested,2017,Infested
72,positive,33,False,negative,initiald,2018,Initial D
75,positive,49,False,negative,jackass:themovie,2012,Jackass: The Movie
42,negative,21,False,negative,joe'sapartment,2008,Joe's Apartment
55,negative,93,True,positive,limbo,2021,Limbo
63,positive,47,False,negative,little,2019,Little
58,negative,,False,,lonestar,2009,Lone Star
58,negative,65,False,positive,o,2016,O
69,positive,32,False,negative,pelé,2016,Pelé
77,positive,100,False,positive,penguinhighway,2019,Penguin Highway
76,positive,90,False,positive,peripheral,2019,Peripheral
54,negative,59,False,negative,permanentmidnight,2009,Permanent Midnight
87,positive,94,False,positive,pillowtalk,2014,Pillow Talk
90,positive,41,False,negative,purecountry,2008,Pure Country
95,positive,68,False,positive,respect,2021,Respect
78,positive,92,True,positive,reversaloffortune,2008,Reversal of Fortune
83,positive,89,False,positive,ridethehighcountry,2016,Ride the High Country
94,positive,91,True,positive,roadrunner:afilmaboutanthonybourdain,2021,Roadrunner: A Film About Anthony Bourdain
70,positive,40,False,negative,robinandthesevenhoods,2009,Robin and the Seven Hoods
73,positive,47,False,negative,ryan'sdaughter,2016,Ryan's Daughter
89,positive,67,False,positive,songforaraggyboy,2019,Song for a Raggy Boy
86,positive,,False,,spiritoffear,2023,Spirit of Fear
76,positive,,False,,taylortomlinson:haveitall,2024,Taylor Tomlinson: Have It All
46,negative,0,False,negative,thebiggreen,2016,The Big Green
,,,False,,theblackmass,2024,The Black Mass
40,negative,14,False,negative,thecrow:cityofangels,2016,The Crow: City of Angels
88,positive,90,True,positive,thedefiantones,2008,The Defiant Ones
85,positive,80,False,positive,thegoodbyegirl,2008,The Goodbye Girl
95,positive,87,False,positive,thegrizzlies,2020,The Grizzlies
23,negative,32,False,negative,thehunter'sprayer,2017,The Hunter's Prayer
75,positive,76,False,positive,thelongestyard,2014,The Longest Yard
79,positive,,False,,themiracleworker,2013,The Miracle Worker
85,positive,84,False,positive,theprimeofmissjeanbrodie,2020,The Prime of Miss Jean Brodie
77,positive,100,False,positive,theresistancebanker,2018,The Resistance Banker
20,negative,40,False,negative,thesand,2016,The Sand
83,positive,88,False,positive,thewomaninthewindow,2017,The Woman in the Window
53,negative,85,False,positive,tracker,2013,Tracker
50,negative,38,False,negative,we'reback!adinosaur'sstory,2013,We're Back! A Dinosaur's Story
74,positive,88,False,positive,wiseblood,2017,Wise Blood
88,positive,97,False,positive,zelig,2016,Zelig
68,positive,92,True,positive,agoodwomanishardtofind,2020,A Good Woman Is Hard to Find
18,negative,6,False,negative,asoundofthunder,2014,A Sound of Thunder
67,positive,,False,,ataleoflegendarylibido,2016,A Tale of Legendary Libido
65,positive,68,False,positive,aboutlastnight,2015,About Last Night
71,positive,73,False,positive,"angus,thongsandperfectsnogging",2013,"Angus, Thongs and Perfect Snogging"
45,negative,32,False,negative,atfirstsight,2010,At First Sight
94,positive,,False,,"batman:thedarkknightreturns,part2",2013,"Batman: The Dark Knight Returns, Part 2"
75,positive,40,False,negative,beerfest,2008,Beerfest
56,negative,55,False,negative,bill&ted'sbogusjourney,2016,Bill & Ted's Bogus Journey
54,negative,50,False,negative,bookoflove,2022,Book of Love
30,negative,53,False,negative,boulevard,2016,Boulevard
46,negative,10,False,negative,bratz,2010,Bratz
45,negative,46,False,negative,candycanelane,2023,Candy Cane Lane
45,negative,64,False,positive,catpeople,2015,Cat People
60,positive,28,False,negative,charliest.cloud,2014,Charlie St. Cloud
60,positive,78,False,positive,deadend,2018,Dead End
78,positive,100,False,positive,desire,2020,Desire
49,negative,49,False,negative,disney'sthekid,2016,Disney's The Kid
47,negative,70,False,positive,doublelover,2018,Double Lover
,,,False,,endofthetrail,2019,End of the Trail
54,negative,34,False,negative,escapefromplanetearth,2014,Escape From Planet Earth
91,positive,96,True,positive,exitthroughthegiftshop,2010,Exit Through the Gift Shop
28,negative,17,False,negative,eyeseeyou,2017,Eye See You
92,positive,100,False,positive,fistoflegend,2017,Fist of Legend
,,,False,,frankensteinlegacy,2024,Frankenstein Legacy
,,,False,,gonemom:thedisappearanceofjenniferdulos,2021,Gone Mom: The Disappearance of Jennifer Dulos
73,positive,46,False,negative,higherlearning,2011,Higher Learning
75,positive,64,False,positive,ihearthuckabees,2016,I Heart Huckabees
22,negative,,False,,impulse,2008,Impulse
86,positive,58,False,negative,infidel,2020,Infidel
46,negative,67,False,positive,jaggedmind,2023,Jagged Mind
84,positive,74,True,positive,lamôme,2017,La môme
59,negative,60,False,positive,legionofsuper-heroes,2023,Legion of Super-Heroes
90,positive,92,False,positive,lookatme:xxxtentacion,2022,Look at Me: XXXTENTACION
52,negative,31,False,negative,manonaledge,2015,Man on a Ledge
68,positive,62,False,positive,mandela:longwalktofreedom,2014,Mandela: Long Walk to Freedom
79,positive,68,False,positive,memphisbelle,2009,Memphis Belle
45,negative,36,False,negative,michael,2009,Michael
