age_certification,disneyplus,full_path,globoplay,hbomax,id,imdbPopularity,imdbScore,imdbVotes,justwatchScore,lower_title,movie_genre,netflix,object_type,original_release_year,original_title,paramountplus,primevideo,production_countrie,runtime,starplus,title,tmdbPopularity,tmdbScore,website_url
L,False,/br/filme/ivy-bean-doomed-to-dance,False,False,tm1247471,10.574,5.9,189,0.193550496711,ivybeandoomedtodance,fml,True,MOVIE,2022,Ivy + Bean: Doomed to Dance,False,False,US,57,False,Ivy e Bean Entram na Dança,10.574,7.1,www.justwatch.com/br/filme/ivy-bean-doomed-to-dance
14,False,/br/filme/michela-giraud-the-truth-i-swear,False,False,tm1179176,2.103,5.3,90,0.282018738351,michelagiraudthetruthiswear,cmy,True,MOVIE,2022,"Michela Giraud: The Truth, I Swear!",False,False,IT,60,False,Michela Giraud: Nada Além da Verdade,2.103,5,www.justwatch.com/br/filme/michela-giraud-the-truth-i-swear
,False,/br/filme/air-mata-di-ujung-sajadah,False,False,tm1343063,2.345,6.9,1610,0.013820377146,airmatadiujungsajadah,drm,True,MOVIE,2023,Air Mata di Ujung Sajadah,False,False,ID,105,False,Air Mata Di Ujung Sajadah,2.345,5.9,www.justwatch.com/br/filme/air-mata-di-ujung-sajadah
14,False,/br/filme/david-a-arnold-it-aint-for-the-weak,False,False,tm1234767,2.828,,,0.115271856024,davidaarnolditaintfortheweak,doc,True,MOVIE,2022,David A. Arnold: It Ain't for the Weak,False,False,US,78,False,David A. Arnold: Não é para os Fracos,2.828,6.2,www.justwatch.com/br/filme/david-a-arnold-it-aint-for-the-weak
10,False,/br/filme/transatlantic-making-of,False,False,tm1326046,1.4,,,0.114336964204,makingtransatlantic,doc,True,MOVIE,2023,Making Transatlantic,False,False,,30,False,Making Transatlantic,1.4,3.3,www.justwatch.com/br/filme/transatlantic-making-of
,False,/br/filme/tom-papa-what-a-day,False,False,tm1279542,4.282,7.2,568,0.381036017809,tompapawhataday,cmy,True,MOVIE,2022,Tom Papa: What a Day!,False,False,US,60,False,Tom Papa: What a Day!,4.282,6.9,www.justwatch.com/br/filme/tom-papa-what-a-day
L,False,/br/filme/ivy-bean-the-ghost-that-had-to-go,False,False,tm1247524,7.618,5.5,243,0.260893853522,ivybeantheghostthathadtogo,cmy,True,MOVIE,2022,Ivy + Bean: The Ghost That Had to Go,False,False,US,62,False,Ivy e Bean: O Fantasma do Banheiro,7.618,6.7,www.justwatch.com/br/filme/ivy-bean-the-ghost-that-had-to-go
,False,/br/filme/double-xl,False,False,tm1259508,5.045,4.6,4447,0.205542303309,doublexl,cmy,True,MOVIE,2022,Double XL,False,False,IN,128,False,Double XL,5.045,5,www.justwatch.com/br/filme/double-xl
,False,/br/filme/shehzada,False,False,tm1114459,5.506,,,0.353734823502,,drm,True,MOVIE,2023,शहज़ादा,False,False,IN,142,False,Shehzada,5.506,5.6,www.justwatch.com/br/filme/shehzada
,False,/br/filme/kathal-a-jackfruit-mystery-2023,False,False,tm1330409,8.571,6.7,8529,0.451214096864,,trl,True,MOVIE,2023,कटहल,False,False,IN,115,False,O Caso das Jacas Perdidas,8.571,5.8,www.justwatch.com/br/filme/kathal-a-jackfruit-mystery-2023
,False,/br/filme/hey-sinamika,False,False,tm1143258,10.349,6.3,4550,0.35769197152,,drm,True,MOVIE,2022,ஹே! சினாமிகா,False,False,IN,149,False,Hey! Sinamika,10.349,5.7,www.justwatch.com/br/filme/hey-sinamika
,False,/br/filme/chhota-bheem-shakti-astra-ki-khoj,False,False,tm1416512,0.6,7.2,18,,chhotabheemshaktiastrakikhoj,ani,True,MOVIE,2023,Chhota Bheem: Shakti Astra Ki Khoj,False,False,IN,66,False,Chhota Bheem: Shakti Astra Ki Khoj,0.6,,www.justwatch.com/br/filme/chhota-bheem-shakti-astra-ki-khoj
,False,/br/filme/jo-koy-live-from-the-los-angeles-forum,False,False,tm1247022,2.135,7.1,1045,0.46638797724,jokoylivefromthelosangelesforum,cmy,True,MOVIE,2022,Jo Koy: Live from the Los Angeles Forum,False,False,US,74,False,Jo Koy: Ao Vivo em Los Angeles,2.135,7.2,www.justwatch.com/br/filme/jo-koy-live-from-the-los-angeles-forum
,False,/br/filme/chelsea-handler-revolution,False,False,tm1282184,4.733,6.1,905,0.295823787719,chelseahandlerrevolution,cmy,True,MOVIE,2022,Chelsea Handler: Revolution,False,False,US,77,False,Chelsea Handler: Revolução,4.733,6.2,www.justwatch.com/br/filme/chelsea-handler-revolution
,False,/br/filme/maybe-baby-2023,False,False,tm1301998,8.172,5.7,687,0.252380275352,byttebyttebaby,cmy,True,MOVIE,2023,Bytte bytte baby,False,False,DK,104,False,Maybe Baby,8.172,6.545,www.justwatch.com/br/filme/maybe-baby-2023
,False,/br/filme/toolsidas-junior,False,False,tm1172947,4.129,7.4,2680,0.418288379576,,drm,True,MOVIE,2022,तूलसीदास जूनियर,False,False,IN,130,False,Toolsidas Junior,4.129,7.6,www.justwatch.com/br/filme/toolsidas-junior
,False,/br/filme/tara-vs-bilal,False,False,tm1264649,4.337,5.9,2656,0.268169869005,,cmy,True,MOVIE,2022,तारा वर्सेज बिलाल,False,False,IN,126,False,Tara vs Bilal,4.337,4.8,www.justwatch.com/br/filme/tara-vs-bilal
,False,/br/filme/a-farewell-to-ozark,False,False,tm1201670,11.226,,,0.708197861773,afarewelltoozark,doc,True,MOVIE,2022,A Farewell to Ozark,False,False,US,31,False,A Farewell to Ozark,11.226,6.4,www.justwatch.com/br/filme/a-farewell-to-ozark
,False,/br/filme/ivy-and-bean,False,False,tm1184117,14.359,6,377,0.21931024574,ivybean,fml,True,MOVIE,2022,Ivy + Bean,False,False,US,58,False,Ivy e Bean,14.359,6.3,www.justwatch.com/br/filme/ivy-and-bean
,False,/br/filme/barbie-mermaid-power,False,False,tm1251430,28.75,5.3,329,0.237320374875,barbiemermaidpower,ani,True,MOVIE,2022,Barbie: Mermaid Power,False,False,US,65,False,Barbie: Mermaid Power,28.75,6.9,www.justwatch.com/br/filme/barbie-mermaid-power
,False,/br/filme/marmaduke-2022,False,False,tm1198745,23.234,3.4,5035,0.47191686161,marmaduke,ani,True,MOVIE,2022,Marmaduke,False,False,CA,88,False,Marmaduke,23.234,5,www.justwatch.com/br/filme/marmaduke-2022
,False,/br/filme/on-est-ensemble,False,False,tm912399,1.163,5.4,95,,onestensemble,doc,True,MOVIE,2020,On est ensemble,False,False,FR,86,False,Somos Um Só,1.163,5.8,www.justwatch.com/br/filme/on-est-ensemble
L,False,/br/filme/my-heroes-were-cowboys,False,False,tm1094060,4.558,,,0.171324964865,myheroeswerecowboys,doc,True,MOVIE,2021,My Heroes Were Cowboys,False,False,US,23,False,My Heroes Were Cowboys,4.558,6.2,www.justwatch.com/br/filme/my-heroes-were-cowboys
14,False,/br/filme/phil-wang-philly-philly-wang-wang,False,False,tm1082359,1.483,6.1,803,0.37002235634,philwangphillyphillywangwang,cmy,True,MOVIE,2021,Phil Wang: Philly Philly Wang Wang,False,False,GB,63,False,Phil Wang: Philly Philly Wang Wang,1.483,6,www.justwatch.com/br/filme/phil-wang-philly-philly-wang-wang
,False,/br/filme/american-son-2019,False,False,tm826368,18.933,5.9,7516,0.582944386697,americanson,drm,True,MOVIE,2019,American Son,False,False,US,90,False,American Son,18.933,6.1,www.justwatch.com/br/filme/american-son-2019
,False,/br/filme/everybody-loves-somebody,False,False,tm280318,18.935,6.4,4392,0.610572185919,everybodylovessomebody,rma,True,MOVIE,2017,Everybody Loves Somebody,False,False,MX,102,False,Todo Mundo Ama Alguém,18.935,6.6,www.justwatch.com/br/filme/everybody-loves-somebody
,False,/br/filme/ronny-chieng-asian-comedian-destroys-america,False,False,tm844662,6.442,7.4,3655,0.452959078827,ronnychiengasiancomediandestroysamerica,cmy,True,MOVIE,2019,Ronny Chieng: Asian Comedian Destroys America!,False,False,US,63,False,Ronny Chieng: Asian Comedian Destroys America!,6.442,6.828,www.justwatch.com/br/filme/ronny-chieng-asian-comedian-destroys-america
,False,/br/filme/king-of-boys,False,False,tm449860,8.456,6.2,501,0.079488563604,kingofboys,drm,True,MOVIE,2018,King of Boys,False,False,NG,169,False,King of Boys,8.456,6.3,www.justwatch.com/br/filme/king-of-boys
,False,/br/filme/marc-maron-end-times-fun,False,False,tm857399,3.07,6.8,2148,0.397456516536,marcmaronendtimesfun,cmy,True,MOVIE,2020,Marc Maron: End Times Fun,False,False,US,71,False,Marc Maron: End Times Fun,3.07,6.969,www.justwatch.com/br/filme/marc-maron-end-times-fun
,False,/br/filme/cook-off-2017,False,False,tm425748,3.812,6,402,0.01,cookoff,rma,True,MOVIE,2017,Cook Off,False,False,ZW,116,False,Cook Off,3.812,5.8,www.justwatch.com/br/filme/cook-off-2017
,False,/br/filme/guru-guru-gokil,False,False,tm822271,4.957,6.2,521,0.01,crazyawesometeachers,cmy,True,MOVIE,2020,Crazy Awesome Teachers,False,False,ID,101,False,Professores ao Ataque,4.957,5.3,www.justwatch.com/br/filme/guru-guru-gokil
16,False,/br/filme/yakuza-princess,False,False,tm1076747,16.145,4.7,2088,0.499766762595,aprincesadayakuza,act,True,MOVIE,2021,A Princesa da Yakuza,False,False,US,112,False,A Princesa da Yakuza,16.145,6.224,www.justwatch.com/br/filme/yakuza-princess
12,False,/br/filme/ariana-grande-excuse-me-i-love-you,False,False,tm982100,18.046,6.4,2973,0.566635661452,arianagrandeexcusemeiloveyou,msc,True,MOVIE,2020,"ariana grande: excuse me, i love you",False,False,US,97,False,"Ariana Grande: Excuse Me, I Love You",18.046,8.1,www.justwatch.com/br/filme/ariana-grande-excuse-me-i-love-you
16,False,/br/filme/iboy,False,False,tm300184,21.825,6,22594,0.701178225693,iboy,act,True,MOVIE,2017,iBoy,False,False,GB,90,False,iBoy,21.825,5.967,www.justwatch.com/br/filme/iboy
14,False,/br/filme/secret-obsession,False,False,tm814671,23.753,4.5,24031,0.700235973514,secretobsession,drm,True,MOVIE,2019,Secret Obsession,False,False,US,97,False,Obsessão Secreta,23.753,5.481,www.justwatch.com/br/filme/secret-obsession
14,False,/br/filme/rob-schneider-asian-momma-mexican-kids,False,False,tm917999,2.49,5.5,716,0.137236250112,robschneiderasianmommamexicankids,cmy,True,MOVIE,2020,"Rob Schneider: Asian Momma, Mexican Kids",False,False,US,44,False,"Rob Schneider: Asian Momma, Mexican Kids",2.49,6.063,www.justwatch.com/br/filme/rob-schneider-asian-momma-mexican-kids
,False,/br/filme/rory-scovel-tries-stand-up-for-the-first-time,False,False,tm324588,2.857,6.8,940,0.214008278878,roryscoveltriesstandupforthefirsttime,cmy,True,MOVIE,2017,Rory Scovel Tries Stand-Up for the First Time,False,False,US,66,False,Rory Scovel Tries Stand-Up for the First Time,2.857,7,www.justwatch.com/br/filme/rory-scovel-tries-stand-up-for-the-first-time
18,False,/br/filme/milf,False,False,tm368538,37.424,4.8,7316,0.562233182775,milf,rma,True,MOVIE,2018,MILF,False,False,FR,100,False,MILF,37.424,5.8,www.justwatch.com/br/filme/milf
16,False,/br/filme/torpedo,False,False,tm437550,13.037,5.9,2931,0.460318258763,torpedo,act,True,MOVIE,2019,Torpedo,False,False,MT,110,False,Torpedo: U-235,13.037,6.4,www.justwatch.com/br/filme/torpedo
18,False,/br/filme/the-last-days-of-american-crime,False,False,tm888080,14.889,3.8,12447,0.43483861921,thelastdaysofamericancrime,trl,True,MOVIE,2020,The Last Days of American Crime,False,False,US,149,False,The Last Days of American Crime,14.889,6.6,www.justwatch.com/br/filme/the-last-days-of-american-crime
12,False,/br/filme/gang-nolian-jin-shu-shi,False,False,tm312577,14.947,5.2,19493,0.600231753643,,act,True,MOVIE,2017,鋼の錬金術師,False,False,JP,135,False,FullMetal Alchemist,14.947,5.4,www.justwatch.com/br/filme/gang-nolian-jin-shu-shi
16,False,/br/filme/the-forgotten-battle,False,False,tm818266,23.683,7.1,37117,0.874578831887,theforgottenbattle,war,True,MOVIE,2021,The Forgotten Battle,False,False,NL,124,False,A Batalha Esquecida,23.683,7.1,www.justwatch.com/br/filme/the-forgotten-battle
16,False,/br/filme/david-attenborough-a-life-on-our-planet,False,False,tm853783,28.832,8.9,34574,0.864465871533,davidattenboroughalifeonourplanet,drm,True,MOVIE,2020,David Attenborough: A Life on Our Planet,False,False,GB,83,False,David Attenborough: Uma Vida no Nosso Planeta,28.832,8.476,www.justwatch.com/br/filme/david-attenborough-a-life-on-our-planet
L,False,/br/filme/a-trash-truck-christmas,False,False,tm982018,11.01,5.6,263,0.134756277154,atrashtruckchristmas,act,True,MOVIE,2020,A Trash Truck Christmas,False,False,US,28,False,O Natal do Zé Coleta,11.01,6.3,www.justwatch.com/br/filme/a-trash-truck-christmas
12,False,/br/filme/the-edge-of-democracy,False,False,tm446581,11.521,7.3,15720,0.768774252721,democraciaemvertigem,doc,True,MOVIE,2019,Democracia em Vertigem,False,False,BR,121,False,Democracia em Vertigem,11.521,7.7,www.justwatch.com/br/filme/the-edge-of-democracy
,False,/br/filme/anima-2019,False,False,tm819950,11.552,,,0.798476701045,anima,msc,True,MOVIE,2019,Anima,False,False,CZ,15,False,Anima,11.552,7.3,www.justwatch.com/br/filme/anima-2019
,False,/br/filme/sanju,False,False,tm366590,11.656,7.7,52227,0.63229614959,,drm,True,MOVIE,2018,संजू,False,False,US,153,False,Sanju,11.656,7.228,www.justwatch.com/br/filme/sanju
16,False,/br/filme/the-outsider-2018,False,False,tm139545,14.936,6.2,29448,0.721290209111,theoutsider,crm,True,MOVIE,2018,The Outsider,False,False,US,120,False,O Forasteiro,14.936,6.2,www.justwatch.com/br/filme/the-outsider-2018
,False,/br/filme/homunkurusu,False,False,tm979688,14.987,5.5,3664,0.380919251767,,trl,True,MOVIE,2021,ホムンクルス,False,False,JP,119,False,Homunculus,14.987,6,www.justwatch.com/br/filme/homunkurusu
14,False,/br/filme/isi-and-ossi,False,False,tm849407,22.322,6.4,9780,0.787839220884,isiossi,rma,True,MOVIE,2020,Isi & Ossi,False,False,DE,113,False,Isi & Ossi,22.322,6.9,www.justwatch.com/br/filme/isi-and-ossi
,False,/br/filme/anthony-jeselnik-fire-in-the-maternity-ward,False,False,tm467299,8.284,7.2,4186,0.570949774055,anthonyjeselnikfireinthematernityward,cmy,True,MOVIE,2019,Anthony Jeselnik: Fire in the Maternity Ward,False,False,US,64,False,Anthony Jeselnik: Fire in the Maternity Ward,8.284,7,www.justwatch.com/br/filme/anthony-jeselnik-fire-in-the-maternity-ward
18,False,/br/filme/eric-andre-legalize-everything,False,False,tm892081,9.379,6.2,2698,0.329164660071,ericandrelegalizeeverything,cmy,True,MOVIE,2020,Eric Andre: Legalize Everything,False,False,US,52,False,Eric Andre: Legalize Everything,9.379,6.1,www.justwatch.com/br/filme/eric-andre-legalize-everything
14,False,/br/filme/wasp-network,False,False,tm316311,30.202,5.9,11916,0.705767606247,waspnetwork,drm,True,MOVIE,2020,Wasp Network,False,False,BE,128,False,Wasp Network: Rede de Espiões,30.202,6.071,www.justwatch.com/br/filme/wasp-network
16,False,/br/filme/a-world-without,False,False,tm1106900,4.216,4,449,0.075376620161,aworldwithout,trl,True,MOVIE,2021,A World Without,False,False,ID,106,False,É Proibido Amar,4.216,5,www.justwatch.com/br/filme/a-world-without
,False,/br/filme/katherine-ryan-glitter-room,False,False,tm812781,4.596,6.8,2163,0.448345288416,katherineryanglitterroom,cmy,True,MOVIE,2019,Katherine Ryan: Glitter Room,False,False,US,65,False,Katherine Ryan: Glitter Room,4.596,6.456,www.justwatch.com/br/filme/katherine-ryan-glitter-room
16,False,/br/filme/girl,False,False,tm407827,14.81,7.2,17006,0.819576336219,girl,drm,True,MOVIE,2018,Girl,False,False,BE,95,False,O Florescer de Uma Garota,14.81,7.2,www.justwatch.com/br/filme/girl
,False,/br/filme/ancora-piu-bello,False,False,tm996010,14.841,5.6,1009,0.589665734951,ancorapibello,rma,True,MOVIE,2021,Ancora più bello,False,False,IT,113,False,Mais Que Demais Pra Mim,14.841,6.6,www.justwatch.com/br/filme/ancora-piu-bello
14,False,/br/filme/theo-von-regular-people,False,False,tm1115800,2.13,5.5,1357,0.359071771077,theovonregularpeople,cmy,True,MOVIE,2021,Theo Von: Regular People,False,False,US,61,False,Theo Von: Pessoas Comuns,2.13,6.2,www.justwatch.com/br/filme/theo-von-regular-people
12,False,/br/filme/my-hero-academia-ascensao-dos-herois,False,False,tm466470,60.696,7.8,9820,0.837982627635,themovie,fnt,True,MOVIE,2019,僕のヒーローアカデミア THE MOVIE ヒーローズ：ライジング,False,False,JP,104,False,My Hero Academia: Ascensão dos Heróis,60.696,8.2,www.justwatch.com/br/filme/my-hero-academia-ascensao-dos-herois
12,False,/br/filme/godzilla-guai-swu-huo-xing,False,False,tm315584,76.773,6,9535,0.687211269475,godzilla,scf,True,MOVIE,2017,GODZILLA 怪獣惑星,False,False,JP,89,False,GODZILLA: Planeta dos Monstros,76.773,6.3,www.justwatch.com/br/filme/godzilla-guai-swu-huo-xing
,False,/br/filme/joyeuse-retraite,False,False,tm464519,11.119,5.4,1052,0.541894428637,joyeuseretraite,cmy,True,MOVIE,2019,Joyeuse retraite !,False,False,FR,97,False,A Fuga dos Avós,11.119,5.4,www.justwatch.com/br/filme/joyeuse-retraite
,False,/br/filme/dazzling-mirage,False,False,tm370685,3.055,4.5,14,0.082383710891,dazzlingmirage,rma,True,MOVIE,2014,Dazzling Mirage,False,False,NG,90,False,Dazzling Mirage,3.055,2,www.justwatch.com/br/filme/dazzling-mirage
,False,/br/filme/thomas-and-friends-full-steam-to-the-rescue,False,False,tm811691,3.076,,,,thomasfriendsfullsteamtotherescue,ani,True,MOVIE,2016,Thomas & Friends: Full Steam To The Rescue!,False,False,GB,93,False,Thomas & Friends: Full Steam To The Rescue!,3.076,6,www.justwatch.com/br/filme/thomas-and-friends-full-steam-to-the-rescue
,False,/br/filme/about-love-and-passion,False,False,tm228213,3.122,5.8,866,0.088862580914,,rma,True,MOVIE,2006,عن العشق والهوى,False,False,EG,103,False,About Love and Passion,3.122,5.2,www.justwatch.com/br/filme/about-love-and-passion
,False,/br/filme/soldier-in-the-camp,False,False,tm254229,3.206,5.3,1325,0.058569717506,,cmy,True,MOVIE,2003,عسكر في المعسكر,False,False,EG,109,False,Soldier In the Camp,3.206,5.9,www.justwatch.com/br/filme/soldier-in-the-camp
,False,/br/filme/break-ke-baad,False,False,tm99450,3.251,5.2,4567,0.140048125988,,rma,True,MOVIE,2010,ब्रेक के बाद,False,False,IN,120,False,Break Ke Baad,3.251,5.7,www.justwatch.com/br/filme/break-ke-baad
,False,/br/filme/apaharan,False,False,tm164591,3.285,7.4,5202,0.218254066316,apaharan,act,True,MOVIE,2005,Apaharan,False,False,IN,173,False,Apaharan,3.285,6.2,www.justwatch.com/br/filme/apaharan
,False,/br/filme/harishchandrachi-factory,False,False,tm143510,3.301,8.4,2698,0.153653451071,,drm,True,MOVIE,2009,हरिश्चंद्राची फॅक्टरी,False,False,IN,96,False,Harishchandra's Factory,3.301,6.3,www.justwatch.com/br/filme/harishchandrachi-factory
,False,/br/filme/the-cousins,False,False,tm33600,3.304,,,0.045321050902,,cmy,True,MOVIE,2012,بنات العم,False,False,EG,90,False,Female Cousins,3.304,5.8,www.justwatch.com/br/filme/the-cousins
,False,/br/filme/ezra,False,False,tm85563,3.333,6.4,290,0.011265396928,ezra,drm,True,MOVIE,2007,Ezra,False,False,FR,105,False,Ezra,3.333,5.7,www.justwatch.com/br/filme/ezra
,False,/br/filme/3000-nights,False,False,tm224275,3.356,7.1,1086,0.094225156341,,drm,True,MOVIE,2015,٣٠٠٠ ليلة,False,False,FR,103,False,3000 Nights,3.356,6,www.justwatch.com/br/filme/3000-nights
,False,/br/filme/te-quiero,False,False,tm48083,3.372,5,79,0.564253422621,tequiero,drm,True,MOVIE,2001,Te quiero,False,False,FR,85,False,"I Love You, Stupid",3.372,3.2,www.justwatch.com/br/filme/te-quiero
,False,/br/filme/trailer-park-boys-drunk-high-and-unemployed-live-in-austin,False,False,tm233648,3.531,6.4,1181,0.246179779487,trailerparkboysdrunkhighandunemployedliveinaustin,cmy,True,MOVIE,2015,"Trailer Park Boys: Drunk, High and Unemployed: Live In Austin",False,False,CA,74,False,"Trailer Park Boys: Drunk, High and Unemployed: Live In Austin",3.531,5.4,www.justwatch.com/br/filme/trailer-park-boys-drunk-high-and-unemployed-live-in-austin
,False,/br/filme/mumbai-meri-jaan,False,False,tm35652,3.588,7.7,6597,0.140048125988,mumbaimerijaan,drm,True,MOVIE,2008,Mumbai Meri Jaan,False,False,IN,119,False,Mumbai Meri Jaan,3.588,6.978,www.justwatch.com/br/filme/mumbai-meri-jaan
,False,/br/filme/tasher-desh,False,False,tm186408,3.675,5.5,437,0.014177657646,,fnt,True,MOVIE,2013,তাসের দেশ,False,False,IN,110,False,The Land of Cards,3.675,6.1,www.justwatch.com/br/filme/tasher-desh
,False,/br/filme/chris-delia-incorrigible,False,False,tm207734,3.707,6.4,1599,0.163454035188,chrisdeliaincorrigible,cmy,True,MOVIE,2015,Chris D'Elia: Incorrigible,False,False,US,84,False,Chris D'Elia: Incorrigible,3.707,6.173,www.justwatch.com/br/filme/chris-delia-incorrigible
,False,/br/filme/condom-lead,False,False,tm1036195,3.824,,,0.059132072627,condomlead,drm,True,MOVIE,2013,Condom Lead,False,False,PS,15,False,Condom Lead,3.824,4.7,www.justwatch.com/br/filme/condom-lead
,False,/br/filme/oohalu-gusagusalade,False,False,tm159245,4.024,7.6,1755,0.246649825248,,cmy,True,MOVIE,2014,ఊహలు గుసగుసలాడే,False,False,IN,131,False,Oohalu Gusagusalade,4.024,6.3,www.justwatch.com/br/filme/oohalu-gusagusalade
,False,/br/filme/private-alexandria,False,False,tm70154,4.361,7.1,1960,0.115271856024,,crm,True,MOVIE,2005,ملاكي اسكندرية,False,False,EG,95,False,"Alexandria, Private",4.361,6.8,www.justwatch.com/br/filme/private-alexandria
,False,/br/filme/the-great-fava-beans-of-china,False,False,tm415401,4.667,6.4,2554,0.103934853856,,cmy,True,MOVIE,2004,فول الصين العظيم,False,False,EG,105,False,The Great Fava Beans of China,4.667,6.7,www.justwatch.com/br/filme/the-great-fava-beans-of-china
,False,/br/filme/las-viudas-de-los-jueves,False,False,tm101208,4.704,6,1196,0.578590291812,lasviudasdelosjueves,crm,True,MOVIE,2009,Las viudas de los jueves,False,False,AR,122,False,Viúvas sempre às quintas,4.704,5.292,www.justwatch.com/br/filme/las-viudas-de-los-jueves
,False,/br/filme/parugu,False,False,tm27672,5.168,7.1,3467,0.336896889937,,act,True,MOVIE,2008,పరుగు,False,False,IN,173,False,Parugu,5.168,5.432,www.justwatch.com/br/filme/parugu
,False,/br/filme/jeff-foxworthy-and-larry-the-cable-guy-weve-been-thinking,False,False,tm242002,5.176,5.9,704,0.195285254634,jefffoxworthylarrythecableguywevebeenthinking,cmy,True,MOVIE,2016,Jeff Foxworthy & Larry the Cable Guy: We've Been Thinking,False,False,US,74,False,Jeff Foxworthy & Larry the Cable Guy: We've Been Thinking,5.176,5.6,www.justwatch.com/br/filme/jeff-foxworthy-and-larry-the-cable-guy-weve-been-thinking
,False,/br/filme/luv-shuv-tey-chicken-khurana,False,False,tm34746,5.271,6.6,4078,0.132522439826,,cmy,True,MOVIE,2012,लव शव ते चिकन खुराना,False,False,IN,140,False,Luv Shuv Tey Chicken Khurana,5.271,6.3,www.justwatch.com/br/filme/luv-shuv-tey-chicken-khurana
,False,/br/filme/we-are-family,False,False,tm98475,5.578,5.6,3413,0.142851050873,,fml,True,MOVIE,2010,वी आर फैमिली,False,False,AU,115,False,Nós Somos uma Família,5.578,5.8,www.justwatch.com/br/filme/we-are-family
,False,/br/filme/jaal,False,False,tm371359,5.654,5.2,153,0.092216484536,jaal,act,True,MOVIE,1986,Jaal,False,False,IN,159,False,Jaal,5.654,5.2,www.justwatch.com/br/filme/jaal
,False,/br/filme/patton-oswalt-talking-for-clapping,False,False,tm240728,5.683,6.8,2091,0.343086654157,pattonoswalttalkingforclapping,cmy,True,MOVIE,2016,Patton Oswalt: Talking for Clapping,False,False,US,65,False,Patton Oswalt: Talking for Clapping,5.683,6.6,www.justwatch.com/br/filme/patton-oswalt-talking-for-clapping
,False,/br/filme/udaan-2010,False,False,tm103732,5.988,8.1,47394,0.580382101836,,drm,True,MOVIE,2010,उड़ान,False,False,IN,137,False,Udaan,5.988,7.15,www.justwatch.com/br/filme/udaan-2010
,False,/br/filme/mukhsin,False,False,tm22558,6.077,7.3,483,0.085079723017,mukhsin,cmy,True,MOVIE,2007,Mukhsin,False,False,MY,95,False,Mukhsin,6.077,6.9,www.justwatch.com/br/filme/mukhsin
,False,/br/filme/quando-vi-voce,False,False,tm158328,6.153,6.6,867,0.048160832676,,drm,True,MOVIE,2014,لما شفتك,False,False,AE,93,False,Quando vi você,6.153,7.1,www.justwatch.com/br/filme/quando-vi-voce
,False,/br/filme/david-2013,False,False,tm187183,6.362,6.2,2842,0.027960066397,david,act,True,MOVIE,2013,David,False,False,IN,155,False,David,6.362,5.8,www.justwatch.com/br/filme/david-2013
,False,/br/filme/gabriel-iglesias-im-sorry-for-what-i-said-when-i-was-hungry,False,False,tm281182,7.137,7.5,2905,0.456747146072,gabrieliglesiasimsorryforwhatisaidwheniwashungry,cmy,True,MOVIE,2016,Gabriel Iglesias: I'm Sorry for What I Said When I Was Hungry,False,False,US,87,False,Gabriel Iglesias: I'm Sorry for What I Said When I Was Hungry,7.137,7,www.justwatch.com/br/filme/gabriel-iglesias-im-sorry-for-what-i-said-when-i-was-hungry
,False,/br/filme/chashme-baddoor,False,False,tm175753,9.074,5.4,5333,0.042607444953,chashmebaddoor,drm,True,MOVIE,2013,Chashme Baddoor,False,False,IN,120,False,Chashme Baddoor,9.074,4.3,www.justwatch.com/br/filme/chashme-baddoor
,False,/br/filme/muqaddar-ka-faisla,False,False,tm311264,9.325,4.8,87,0.026323566903,muqaddarkafaisla,act,True,MOVIE,1987,Muqaddar Ka Faisla,False,True,IN,172,False,O Julgamento de Kant,9.325,7,www.justwatch.com/br/filme/muqaddar-ka-faisla
,False,/br/filme/slam,False,False,tm311494,10.79,6.1,1415,0.263700538804,slamtuttoperunaragazza,cmy,True,MOVIE,2016,Slam - Tutto per una ragazza,False,False,IT,100,False,Slam - Tudo Por Uma Garota,10.79,5.807,www.justwatch.com/br/filme/slam
,False,/br/filme/grandmaster,False,False,tm71992,12.195,6.9,2350,0.202821245211,,trl,True,MOVIE,2012,ഗ്രാന്‍റ്മാസ്റ്റര്‍,False,False,IN,130,False,Grandmaster,12.195,6.6,www.justwatch.com/br/filme/grandmaster
,False,/br/filme/pamilya-ordinaryo,False,False,tm244842,12.565,7.3,964,0.050703529948,pamilyaordinaryo,drm,True,MOVIE,2016,Pamilya Ordinaryo,False,False,PH,107,False,Ordinary People,12.565,6.2,www.justwatch.com/br/filme/pamilya-ordinaryo
,False,/br/filme/que-le-dijiste-a-dios,False,False,tm152310,2.278,3.9,391,,quledijisteadios,msc,True,MOVIE,2014,¿Qué le dijiste a Dios?,False,False,MX,87,False,What Did You Tell God?,2.278,7,www.justwatch.com/br/filme/que-le-dijiste-a-dios
,False,/br/filme/trailer-park-boys-live-at-the-north-pole,False,False,tm155014,2.562,6.7,1235,0.267179870727,trailerparkboysliveatthenorthpole,cmy,True,MOVIE,2014,Trailer Park Boys: Live at the North Pole,False,False,CA,88,False,Trailer Park Boys: Live at the North Pole,2.562,6.4,www.justwatch.com/br/filme/trailer-park-boys-live-at-the-north-pole
,False,/br/filme/reggie-watts-spatial,False,False,tm273933,2.875,6,552,0.07248157414,reggiewattsspatial,cmy,True,MOVIE,2016,Reggie Watts: Spatial,False,False,US,61,False,Reggie Watts: Spatial,2.875,6,www.justwatch.com/br/filme/reggie-watts-spatial
